std_ymd,tm_trm,org,dst,pop
20180702,00_05,남양읍,서신면,80.03
20180702,00_05,남양읍,송산면,124.18
20180702,00_05,남양읍,양감면,5.52
20180702,00_05,남양읍,우정읍,63.48
20180702,00_05,남양읍,장안면,60.72
20180702,00_05,남양읍,정남면,16.56
20180702,00_05,남양읍,진안동,19.32
20180702,00_05,남양읍,팔탄면,187.65
20180702,00_05,남양읍,향남읍,118.68
20180702,00_05,남양읍,화산동,19.32
20180702,00_05,동탄1동,기배동,2.76
20180702,00_05,동탄1동,동탄2동,1553.34
20180702,00_05,동탄1동,동탄3동,411.15
20180702,00_05,동탄1동,동탄4동,35.88
20180702,00_05,동탄1동,동탄5동,63.48
20180702,00_05,동탄1동,동탄6동,629.09
20180702,00_05,동탄1동,매송면,2.76
20180702,00_05,동탄1동,반월동,794.66
20180702,00_05,동탄1동,병점1동,8.28
20180702,00_05,동탄1동,병점2동,38.64
20180702,00_05,동탄1동,봉담읍,16.56
20180702,00_05,동탄1동,비봉면,2.76
20180702,00_05,동탄1동,서신면,2.76
20180702,00_05,동탄1동,양감면,2.76
20180702,00_05,동탄1동,장안면,5.52
20180702,00_05,동탄1동,정남면,2.76
20180702,00_05,동탄1동,진안동,27.6
20180702,00_05,동탄1동,향남읍,8.28
20180702,00_05,동탄1동,화산동,8.28
20180702,00_05,동탄2동,기배동,13.8
20180702,00_05,동탄2동,남양읍,35.88
20180702,00_05,동탄2동,동탄1동,1677.53
20180702,00_05,동탄2동,동탄3동,2190.71
20180702,00_05,동탄2동,동탄4동,121.43
20180702,00_05,동탄2동,동탄5동,209.74
20180702,00_05,동탄2동,동탄6동,2041.7
20180702,00_05,동탄2동,매송면,5.52
20180702,00_05,동탄2동,반월동,2016.88
20180702,00_05,동탄2동,병점1동,88.32
20180702,00_05,동탄2동,병점2동,198.69
20180702,00_05,동탄2동,봉담읍,60.72
20180702,00_05,동탄2동,비봉면,8.28
20180702,00_05,동탄2동,서신면,5.52
20180702,00_05,동탄2동,양감면,16.56
20180702,00_05,동탄2동,우정읍,24.84
20180702,00_05,동탄2동,장안면,2.76
20180702,00_05,동탄2동,정남면,24.84
20180702,00_05,동탄2동,진안동,248.34
20180702,00_05,동탄2동,팔탄면,11.04
20180702,00_05,동탄2동,향남읍,60.71
20180702,00_05,동탄2동,화산동,71.76
20180702,00_05,동탄3동,기배동,11.04
20180702,00_05,동탄3동,남양읍,16.56
20180702,00_05,동탄3동,동탄1동,240.07
20180702,00_05,동탄3동,동탄2동,2679.08
20180702,00_05,동탄3동,동탄4동,52.44
20180702,00_05,동탄3동,동탄5동,49.68
20180702,00_05,동탄3동,동탄6동,190.43
20180702,00_05,동탄3동,매송면,8.28
20180702,00_05,동탄3동,반월동,1122.97
20180702,00_05,동탄3동,병점1동,496.65
20180702,00_05,동탄3동,병점2동,1147.8
20180702,00_05,동탄3동,봉담읍,52.44
20180702,00_05,동탄3동,비봉면,2.76
20180702,00_05,동탄3동,송산면,2.76
20180702,00_05,동탄3동,양감면,8.28
20180702,00_05,동탄3동,우정읍,22.08
20180702,00_05,동탄3동,장안면,8.28
20180702,00_05,동탄3동,정남면,49.68
20180702,00_05,동탄3동,진안동,703.58
20180702,00_05,동탄3동,팔탄면,16.56
20180702,00_05,동탄3동,향남읍,33.12
20180702,00_05,동탄3동,화산동,46.92
20180702,00_05,동탄4동,기배동,2.76
20180702,00_05,동탄4동,남양읍,8.28
20180702,00_05,동탄4동,동탄1동,129.72
20180702,00_05,동탄4동,동탄2동,234.54
20180702,00_05,동탄4동,동탄3동,55.2
20180702,00_05,동탄4동,동탄5동,2461.13
20180702,00_05,동탄4동,동탄6동,1434.73
20180702,00_05,동탄4동,마도면,8.28
20180702,00_05,동탄4동,매송면,2.76
20180702,00_05,동탄4동,반월동,182.1
20180702,00_05,동탄4동,병점1동,22.08
20180702,00_05,동탄4동,병점2동,13.8
20180702,00_05,동탄4동,봉담읍,16.56
20180702,00_05,동탄4동,비봉면,5.52
20180702,00_05,동탄4동,서신면,2.76
20180702,00_05,동탄4동,양감면,2.76
20180702,00_05,동탄4동,우정읍,46.92
20180702,00_05,동탄4동,장안면,5.52
20180702,00_05,동탄4동,정남면,16.56
20180702,00_05,동탄4동,진안동,38.64
20180702,00_05,동탄4동,팔탄면,5.52
20180702,00_05,동탄4동,향남읍,30.36
20180702,00_05,동탄4동,화산동,11.04
20180702,00_05,동탄5동,남양읍,19.32
20180702,00_05,동탄5동,동탄1동,149.01
20180702,00_05,동탄5동,동탄2동,201.43
20180702,00_05,동탄5동,동탄3동,66.24
20180702,00_05,동탄5동,동탄4동,2141.05
20180702,00_05,동탄5동,동탄6동,767.04
20180702,00_05,동탄5동,반월동,132.43
20180702,00_05,동탄5동,병점1동,333.89
20180702,00_05,동탄5동,병점2동,11.04
20180702,00_05,동탄5동,봉담읍,16.56
20180702,00_05,동탄5동,비봉면,8.28
20180702,00_05,동탄5동,송산면,5.52
20180702,00_05,동탄5동,양감면,2.76
20180702,00_05,동탄5동,우정읍,2.76
20180702,00_05,동탄5동,정남면,13.8
20180702,00_05,동탄5동,진안동,44.15
20180702,00_05,동탄5동,향남읍,16.56
20180702,00_05,동탄5동,화산동,16.56
20180702,00_05,동탄6동,기배동,2.76
20180702,00_05,동탄6동,남양읍,19.32
20180702,00_05,동탄6동,동탄1동,413.88
20180702,00_05,동탄6동,동탄2동,1363
20180702,00_05,동탄6동,동탄3동,209.72
20180702,00_05,동탄6동,동탄4동,1161.57
20180702,00_05,동탄6동,동탄5동,761.5
20180702,00_05,동탄6동,마도면,2.76
20180702,00_05,동탄6동,매송면,5.52
20180702,00_05,동탄6동,반월동,237.29
20180702,00_05,동탄6동,병점1동,46.92
20180702,00_05,동탄6동,병점2동,66.24
20180702,00_05,동탄6동,봉담읍,41.4
20180702,00_05,동탄6동,양감면,8.28
20180702,00_05,동탄6동,우정읍,8.28
20180702,00_05,동탄6동,장안면,5.52
20180702,00_05,동탄6동,정남면,30.36
20180702,00_05,동탄6동,진안동,69
20180702,00_05,동탄6동,팔탄면,2.76
20180702,00_05,동탄6동,향남읍,38.64
20180702,00_05,동탄6동,화산동,44.16
20180702,00_05,마도면,기배동,2.76
20180702,00_05,마도면,남양읍,281.45
20180702,00_05,마도면,동탄2동,5.52
20180702,00_05,마도면,동탄3동,8.28
20180702,00_05,마도면,동탄4동,2.76
20180702,00_05,마도면,동탄5동,8.28
20180702,00_05,마도면,동탄6동,5.52
20180702,00_05,마도면,매송면,13.8
20180702,00_05,마도면,반월동,5.52
20180702,00_05,마도면,병점1동,8.28
20180702,00_05,마도면,병점2동,2.76
20180702,00_05,마도면,봉담읍,35.87
20180702,00_05,마도면,비봉면,16.56
20180702,00_05,마도면,서신면,30.36
20180702,00_05,마도면,송산면,328.33
20180702,00_05,마도면,우정읍,5.52
20180702,00_05,마도면,장안면,2.76
20180702,00_05,마도면,정남면,5.52
20180702,00_05,마도면,진안동,5.52
20180702,00_05,마도면,팔탄면,16.56
20180702,00_05,마도면,향남읍,13.8
20180702,00_05,마도면,화산동,8.28
20180702,00_05,매송면,기배동,5.52
20180702,00_05,매송면,남양읍,19.32
20180702,00_05,매송면,동탄1동,5.52
20180702,00_05,매송면,동탄2동,2.76
20180702,00_05,매송면,동탄3동,2.76
20180702,00_05,매송면,동탄4동,2.76
20180702,00_05,매송면,동탄6동,2.76
20180702,00_05,매송면,마도면,5.52
20180702,00_05,매송면,병점2동,2.76
20180702,00_05,매송면,봉담읍,234.57
20180702,00_05,매송면,비봉면,218
20180702,00_05,매송면,송산면,2.76
20180702,00_05,매송면,우정읍,2.76
20180702,00_05,매송면,진안동,2.76
20180702,00_05,매송면,팔탄면,11.04
20180702,00_05,매송면,향남읍,8.28
20180702,00_05,매송면,화산동,19.32
20180702,00_05,반월동,기배동,2.76
20180702,00_05,반월동,남양읍,2.76
20180702,00_05,반월동,동탄1동,540.79
20180702,00_05,반월동,동탄2동,973.97
20180702,00_05,반월동,동탄3동,816.69
20180702,00_05,반월동,동탄4동,16.56
20180702,00_05,반월동,동탄5동,16.56
20180702,00_05,반월동,동탄6동,88.32
20180702,00_05,반월동,마도면,2.76
20180702,00_05,반월동,매송면,11.04
20180702,00_05,반월동,병점1동,38.64
20180702,00_05,반월동,병점2동,52.44
20180702,00_05,반월동,봉담읍,22.08
20180702,00_05,반월동,송산면,11.04
20180702,00_05,반월동,우정읍,13.8
20180702,00_05,반월동,장안면,2.76
20180702,00_05,반월동,정남면,19.32
20180702,00_05,반월동,진안동,1153.3
20180702,00_05,반월동,팔탄면,2.76
20180702,00_05,반월동,향남읍,5.52
20180702,00_05,반월동,화산동,19.32
20180702,00_05,병점1동,기배동,2.76
20180702,00_05,병점1동,남양읍,8.28
20180702,00_05,병점1동,동탄1동,44.16
20180702,00_05,병점1동,동탄2동,107.64
20180702,00_05,병점1동,동탄3동,306.29
20180702,00_05,병점1동,동탄4동,16.56
20180702,00_05,병점1동,동탄5동,38.64
20180702,00_05,병점1동,동탄6동,46.92
20180702,00_05,병점1동,매송면,2.76
20180702,00_05,병점1동,반월동,140.73
20180702,00_05,병점1동,병점2동,637.38
20180702,00_05,병점1동,봉담읍,57.96
20180702,00_05,병점1동,양감면,2.76
20180702,00_05,병점1동,우정읍,16.56
20180702,00_05,병점1동,장안면,8.28
20180702,00_05,병점1동,정남면,24.84
20180702,00_05,병점1동,진안동,833.24
20180702,00_05,병점1동,팔탄면,16.56
20180702,00_05,병점1동,향남읍,33.12
20180702,00_05,병점1동,화산동,121.42
20180702,00_05,병점2동,기배동,2.76
20180702,00_05,병점2동,남양읍,2.76
20180702,00_05,병점2동,동탄1동,52.44
20180702,00_05,병점2동,동탄2동,126.95
20180702,00_05,병점2동,동탄3동,1500.94
20180702,00_05,병점2동,동탄4동,5.52
20180702,00_05,병점2동,동탄5동,8.28
20180702,00_05,병점2동,동탄6동,38.64
20180702,00_05,병점2동,마도면,2.76
20180702,00_05,병점2동,매송면,2.76
20180702,00_05,병점2동,반월동,179.36
20180702,00_05,병점2동,병점1동,720.11
20180702,00_05,병점2동,봉담읍,19.32
20180702,00_05,병점2동,비봉면,2.76
20180702,00_05,병점2동,양감면,2.76
20180702,00_05,병점2동,우정읍,2.76
20180702,00_05,병점2동,장안면,8.28
20180702,00_05,병점2동,정남면,16.56
20180702,00_05,병점2동,진안동,943.62
20180702,00_05,병점2동,팔탄면,22.08
20180702,00_05,병점2동,향남읍,33.12
20180702,00_05,병점2동,화산동,35.88
20180702,00_05,봉담읍,기배동,1172.63
20180702,00_05,봉담읍,남양읍,91.07
20180702,00_05,봉담읍,동탄1동,27.6
20180702,00_05,봉담읍,동탄2동,74.52
20180702,00_05,봉담읍,동탄3동,57.96
20180702,00_05,봉담읍,동탄4동,22.08
20180702,00_05,봉담읍,동탄5동,30.36
20180702,00_05,봉담읍,동탄6동,68.99
20180702,00_05,봉담읍,마도면,30.36
20180702,00_05,봉담읍,매송면,242.86
20180702,00_05,봉담읍,반월동,69
20180702,00_05,봉담읍,병점1동,49.68
20180702,00_05,봉담읍,병점2동,33.12
20180702,00_05,봉담읍,비봉면,44.16
20180702,00_05,봉담읍,서신면,16.56
20180702,00_05,봉담읍,송산면,8.28
20180702,00_05,봉담읍,양감면,19.32
20180702,00_05,봉담읍,우정읍,107.61
20180702,00_05,봉담읍,장안면,74.51
20180702,00_05,봉담읍,정남면,333.88
20180702,00_05,봉담읍,진안동,151.77
20180702,00_05,봉담읍,팔탄면,259.39
20180702,00_05,봉담읍,향남읍,270.43
20180702,00_05,봉담읍,화산동,1277.44
20180702,00_05,비봉면,남양읍,618.05
20180702,00_05,비봉면,동탄6동,2.76
20180702,00_05,비봉면,마도면,16.56
20180702,00_05,비봉면,매송면,41.4
20180702,00_05,비봉면,병점2동,5.52
20180702,00_05,비봉면,봉담읍,30.36
20180702,00_05,비봉면,서신면,5.52
20180702,00_05,비봉면,송산면,5.52
20180702,00_05,비봉면,우정읍,8.28
20180702,00_05,비봉면,팔탄면,49.68
20180702,00_05,비봉면,향남읍,24.84
20180702,00_05,비봉면,화산동,2.76
20180702,00_05,서신면,기배동,5.52
20180702,00_05,서신면,남양읍,69
20180702,00_05,서신면,동탄2동,5.52
20180702,00_05,서신면,동탄5동,2.76
20180702,00_05,서신면,동탄6동,5.52
20180702,00_05,서신면,마도면,38.64
20180702,00_05,서신면,매송면,2.76
20180702,00_05,서신면,봉담읍,13.8
20180702,00_05,서신면,비봉면,13.8
20180702,00_05,서신면,송산면,88.31
20180702,00_05,서신면,우정읍,13.8
20180702,00_05,서신면,팔탄면,5.52
20180702,00_05,서신면,향남읍,11.04
20180702,00_05,송산면,남양읍,93.83
20180702,00_05,송산면,동탄1동,5.52
20180702,00_05,송산면,동탄5동,5.52
20180702,00_05,송산면,동탄6동,2.76
20180702,00_05,송산면,마도면,289.71
20180702,00_05,송산면,봉담읍,19.32
20180702,00_05,송산면,비봉면,8.28
20180702,00_05,송산면,서신면,118.68
20180702,00_05,송산면,장안면,2.76
20180702,00_05,송산면,팔탄면,2.76
20180702,00_05,송산면,향남읍,13.8
20180702,00_05,송산면,화산동,2.76
20180702,00_05,양감면,남양읍,5.52
20180702,00_05,양감면,동탄1동,2.76
20180702,00_05,양감면,동탄2동,5.52
20180702,00_05,양감면,동탄3동,5.52
20180702,00_05,양감면,동탄4동,2.76
20180702,00_05,양감면,동탄6동,2.76
20180702,00_05,양감면,마도면,2.76
20180702,00_05,양감면,병점1동,16.56
20180702,00_05,양감면,봉담읍,2.76
20180702,00_05,양감면,비봉면,2.76
20180702,00_05,양감면,우정읍,2.76
20180702,00_05,양감면,정남면,13.8
20180702,00_05,양감면,진안동,5.52
20180702,00_05,양감면,팔탄면,19.32
20180702,00_05,양감면,향남읍,253.86
20180702,00_05,양감면,화산동,11.04
20180702,00_05,우정읍,남양읍,52.44
20180702,00_05,우정읍,동탄2동,8.28
20180702,00_05,우정읍,동탄3동,5.52
20180702,00_05,우정읍,동탄4동,5.52
20180702,00_05,우정읍,동탄5동,5.52
20180702,00_05,우정읍,동탄6동,11.04
20180702,00_05,우정읍,마도면,8.28
20180702,00_05,우정읍,반월동,8.28
20180702,00_05,우정읍,병점1동,8.28
20180702,00_05,우정읍,병점2동,5.52
20180702,00_05,우정읍,봉담읍,30.36
20180702,00_05,우정읍,비봉면,2.76
20180702,00_05,우정읍,서신면,35.88
20180702,00_05,우정읍,송산면,13.8
20180702,00_05,우정읍,양감면,11.04
20180702,00_05,우정읍,장안면,769.81
20180702,00_05,우정읍,정남면,8.28
20180702,00_05,우정읍,진안동,8.28
20180702,00_05,우정읍,팔탄면,160.04
20180702,00_05,우정읍,향남읍,212.48
20180702,00_05,우정읍,화산동,13.8
20180702,00_05,장안면,기배동,5.52
20180702,00_05,장안면,남양읍,66.24
20180702,00_05,장안면,동탄2동,2.76
20180702,00_05,장안면,동탄3동,5.52
20180702,00_05,장안면,동탄4동,5.52
20180702,00_05,장안면,매송면,13.8
20180702,00_05,장안면,반월동,5.52
20180702,00_05,장안면,병점1동,5.52
20180702,00_05,장안면,병점2동,5.52
20180702,00_05,장안면,봉담읍,30.36
20180702,00_05,장안면,비봉면,2.76
20180702,00_05,장안면,서신면,8.28
20180702,00_05,장안면,송산면,5.52
20180702,00_05,장안면,양감면,5.52
20180702,00_05,장안면,우정읍,618.07
20180702,00_05,장안면,진안동,2.76
20180702,00_05,장안면,팔탄면,231.81
20180702,00_05,장안면,향남읍,220.76
20180702,00_05,장안면,화산동,2.76
20180702,00_05,정남면,기배동,19.32
20180702,00_05,정남면,남양읍,11.04
20180702,00_05,정남면,동탄1동,8.28
20180702,00_05,정남면,동탄2동,22.08
20180702,00_05,정남면,동탄3동,41.4
20180702,00_05,정남면,동탄4동,8.28
20180702,00_05,정남면,동탄5동,8.28
20180702,00_05,정남면,동탄6동,16.56
20180702,00_05,정남면,마도면,11.04
20180702,00_05,정남면,매송면,8.28
20180702,00_05,정남면,반월동,16.56
20180702,00_05,정남면,병점1동,13.8
20180702,00_05,정남면,병점2동,16.56
20180702,00_05,정남면,봉담읍,218
20180702,00_05,정남면,비봉면,2.76
20180702,00_05,정남면,서신면,2.76
20180702,00_05,정남면,송산면,2.76
20180702,00_05,정남면,양감면,13.8
20180702,00_05,정남면,우정읍,2.76
20180702,00_05,정남면,장안면,2.76
20180702,00_05,정남면,진안동,30.36
20180702,00_05,정남면,팔탄면,16.56
20180702,00_05,정남면,향남읍,217.99
20180702,00_05,정남면,화산동,104.86
20180702,00_05,진안동,기배동,13.8
20180702,00_05,진안동,남양읍,16.56
20180702,00_05,진안동,동탄1동,93.84
20180702,00_05,진안동,동탄2동,226.26
20180702,00_05,진안동,동탄3동,681.5
20180702,00_05,진안동,동탄4동,11.04
20180702,00_05,진안동,동탄5동,60.71
20180702,00_05,진안동,동탄6동,82.8
20180702,00_05,진안동,마도면,2.76
20180702,00_05,진안동,매송면,5.52
20180702,00_05,진안동,반월동,1277.45
20180702,00_05,진안동,병점1동,634.6
20180702,00_05,진안동,병점2동,973.98
20180702,00_05,진안동,봉담읍,69
20180702,00_05,진안동,비봉면,8.28
20180702,00_05,진안동,서신면,2.76
20180702,00_05,진안동,송산면,5.52
20180702,00_05,진안동,양감면,5.52
20180702,00_05,진안동,우정읍,8.28
20180702,00_05,진안동,장안면,8.28
20180702,00_05,진안동,정남면,60.72
20180702,00_05,진안동,팔탄면,16.56
20180702,00_05,진안동,향남읍,33.12
20180702,00_05,진안동,화산동,195.93
20180702,00_05,팔탄면,기배동,5.52
20180702,00_05,팔탄면,남양읍,85.56
20180702,00_05,팔탄면,동탄1동,2.76
20180702,00_05,팔탄면,동탄2동,2.76
20180702,00_05,팔탄면,동탄4동,2.76
20180702,00_05,팔탄면,동탄5동,5.52
20180702,00_05,팔탄면,동탄6동,22.08
20180702,00_05,팔탄면,마도면,2.76
20180702,00_05,팔탄면,매송면,11.04
20180702,00_05,팔탄면,반월동,8.28
20180702,00_05,팔탄면,병점1동,5.52
20180702,00_05,팔탄면,봉담읍,253.86
20180702,00_05,팔탄면,비봉면,57.96
20180702,00_05,팔탄면,서신면,2.76
20180702,00_05,팔탄면,송산면,5.52
20180702,00_05,팔탄면,양감면,5.52
20180702,00_05,팔탄면,우정읍,93.83
20180702,00_05,팔탄면,장안면,193.16
20180702,00_05,팔탄면,정남면,16.56
20180702,00_05,팔탄면,진안동,22.08
20180702,00_05,팔탄면,향남읍,618.06
20180702,00_05,팔탄면,화산동,11.04
20180702,00_05,향남읍,기배동,5.52
20180702,00_05,향남읍,남양읍,151.77
20180702,00_05,향남읍,동탄1동,41.4
20180702,00_05,향남읍,동탄2동,38.64
20180702,00_05,향남읍,동탄3동,24.84
20180702,00_05,향남읍,동탄4동,13.8
20180702,00_05,향남읍,동탄5동,16.56
20180702,00_05,향남읍,동탄6동,38.64
20180702,00_05,향남읍,마도면,16.56
20180702,00_05,향남읍,매송면,11.04
20180702,00_05,향남읍,반월동,19.32
20180702,00_05,향남읍,병점1동,19.32
20180702,00_05,향남읍,병점2동,22.08
20180702,00_05,향남읍,봉담읍,234.54
20180702,00_05,향남읍,비봉면,74.52
20180702,00_05,향남읍,서신면,8.28
20180702,00_05,향남읍,송산면,19.32
20180702,00_05,향남읍,양감면,361.48
20180702,00_05,향남읍,우정읍,328.37
20180702,00_05,향남읍,장안면,270.41
20180702,00_05,향남읍,정남면,240.09
20180702,00_05,향남읍,진안동,38.64
20180702,00_05,향남읍,팔탄면,1087.09
20180702,00_05,향남읍,화산동,52.44
20180702,00_05,화산동,기배동,30.36
20180702,00_05,화산동,남양읍,19.32
20180702,00_05,화산동,동탄1동,33.12
20180702,00_05,화산동,동탄2동,44.16
20180702,00_05,화산동,동탄3동,27.6
20180702,00_05,화산동,동탄4동,5.52
20180702,00_05,화산동,동탄5동,13.8
20180702,00_05,화산동,동탄6동,19.32
20180702,00_05,화산동,마도면,27.6
20180702,00_05,화산동,매송면,5.52
20180702,00_05,화산동,반월동,52.44
20180702,00_05,화산동,병점1동,115.92
20180702,00_05,화산동,병점2동,52.44
20180702,00_05,화산동,봉담읍,800.13
20180702,00_05,화산동,비봉면,2.76
20180702,00_05,화산동,양감면,5.52
20180702,00_05,화산동,우정읍,8.28
20180702,00_05,화산동,장안면,8.28
20180702,00_05,화산동,정남면,113.15
20180702,00_05,화산동,진안동,325.6
20180702,00_05,화산동,팔탄면,13.8
20180702,00_05,화산동,향남읍,46.91
20180702,06_11,기배동,남양읍,187.64
20180702,06_11,기배동,동탄1동,57.96
20180702,06_11,기배동,동탄2동,126.95
20180702,06_11,기배동,동탄3동,52.44
20180702,06_11,기배동,동탄4동,24.84
20180702,06_11,기배동,동탄5동,27.6
20180702,06_11,기배동,동탄6동,113.14
20180702,06_11,기배동,마도면,71.74
20180702,06_11,기배동,매송면,57.96
20180702,06_11,기배동,반월동,99.36
20180702,06_11,기배동,병점1동,129.71
20180702,06_11,기배동,병점2동,49.68
20180702,06_11,기배동,봉담읍,3139.86
20180702,06_11,기배동,비봉면,88.32
20180702,06_11,기배동,서신면,33.12
20180702,06_11,기배동,송산면,22.08
20180702,06_11,기배동,양감면,88.29
20180702,06_11,기배동,우정읍,82.79
20180702,06_11,기배동,장안면,82.78
20180702,06_11,기배동,정남면,499.41
20180702,06_11,기배동,진안동,173.85
20180702,06_11,기배동,팔탄면,212.46
20180702,06_11,기배동,향남읍,298
20180702,06_11,기배동,화산동,590.46
20180702,06_11,남양읍,기배동,46.92
20180702,06_11,남양읍,동탄1동,24.84
20180702,06_11,남양읍,동탄2동,80.04
20180702,06_11,남양읍,동탄3동,27.6
20180702,06_11,남양읍,동탄4동,19.32
20180702,06_11,남양읍,동탄5동,33.12
20180702,06_11,남양읍,동탄6동,71.76
20180702,06_11,남양읍,마도면,3388.15
20180702,06_11,남양읍,매송면,126.93
20180702,06_11,남양읍,반월동,35.88
20180702,06_11,남양읍,병점1동,35.88
20180702,06_11,남양읍,병점2동,8.28
20180702,06_11,남양읍,봉담읍,427.69
20180702,06_11,남양읍,비봉면,1633.41
20180702,06_11,남양읍,서신면,780.81
20180702,06_11,남양읍,송산면,1288.49
20180702,06_11,남양읍,양감면,132.46
20180702,06_11,남양읍,우정읍,444.23
20180702,06_11,남양읍,장안면,1225.04
20180702,06_11,남양읍,정남면,160.05
20180702,06_11,남양읍,진안동,71.76
20180702,06_11,남양읍,팔탄면,1884.46
20180702,06_11,남양읍,향남읍,852.56
20180702,06_11,남양읍,화산동,57.96
20180702,06_11,동탄1동,기배동,19.32
20180702,06_11,동탄1동,남양읍,104.85
20180702,06_11,동탄1동,동탄2동,2833.59
20180702,06_11,동탄1동,동탄3동,648.4
20180702,06_11,동탄1동,동탄4동,143.51
20180702,06_11,동탄1동,동탄5동,435.95
20180702,06_11,동탄1동,동탄6동,1401.62
20180702,06_11,동탄1동,마도면,5.52
20180702,06_11,동탄1동,매송면,5.52
20180702,06_11,동탄1동,반월동,2761.83
20180702,06_11,동탄1동,병점1동,82.8
20180702,06_11,동탄1동,병점2동,118.68
20180702,06_11,동탄1동,봉담읍,74.52
20180702,06_11,동탄1동,비봉면,13.8
20180702,06_11,동탄1동,서신면,2.76
20180702,06_11,동탄1동,송산면,2.76
20180702,06_11,동탄1동,양감면,11.04
20180702,06_11,동탄1동,우정읍,33.12
20180702,06_11,동탄1동,장안면,24.84
20180702,06_11,동탄1동,정남면,82.8
20180702,06_11,동탄1동,진안동,113.16
20180702,06_11,동탄1동,팔탄면,41.4
20180702,06_11,동탄1동,향남읍,60.71
20180702,06_11,동탄1동,화산동,41.4
20180702,06_11,동탄2동,기배동,121.42
20180702,06_11,동탄2동,남양읍,640.13
20180702,06_11,동탄2동,동탄1동,6362.44
20180702,06_11,동탄2동,동탄3동,5308.45
20180702,06_11,동탄2동,동탄4동,744.96
20180702,06_11,동탄2동,동탄5동,1423.72
20180702,06_11,동탄2동,동탄6동,5451.96
20180702,06_11,동탄2동,마도면,66.24
20180702,06_11,동탄2동,매송면,55.2
20180702,06_11,동탄2동,반월동,7259.12
20180702,06_11,동탄2동,병점1동,927.07
20180702,06_11,동탄2동,병점2동,496.66
20180702,06_11,동탄2동,봉담읍,755.97
20180702,06_11,동탄2동,비봉면,66.24
20180702,06_11,동탄2동,서신면,11.04
20180702,06_11,동탄2동,송산면,19.32
20180702,06_11,동탄2동,양감면,309.03
20180702,06_11,동탄2동,우정읍,369.74
20180702,06_11,동탄2동,장안면,209.71
20180702,06_11,동탄2동,정남면,728.43
20180702,06_11,동탄2동,진안동,902.23
20180702,06_11,동탄2동,팔탄면,284.2
20180702,06_11,동탄2동,향남읍,640.13
